time_s,v_mps,a_mps2,P_meas_W,CdA,Crr,eta,P_aux_W,mass_kg,style,source
0.0,0.7838207492567006,0.7838207492567006,2151.7181728611645,0.8559177712462068,0.009195972949210537,0.8882502233627321,711.0600055351089,1528.671578732908,suburban,synthetic
1.0,1.5676414985134013,0.7838207492567006,2707.622669358086,0.8559177712462068,0.009195972949210537,0.8882502233627321,711.0600055351089,1528.671578732908,suburban,synthetic
2.0,2.351462247770102,0.8013951879994039,3487.393160136149,0.8559177712462068,0.009195972949210537,0.8882502233627321,711.0600055351089,1528.671578732908,suburban,synthetic
3.0,3.170431874512209,0.7041510950101806,3996.7623544680905,0.8559177712462068,0.009195972949210537,0.8882502233627321,711.0600055351089,1528.671578732908,suburban,synthetic
4.0,3.759764437790463,0.471920770474064,3981.5702655660884,0.8559177712462068,0.009195972949210537,0.8882502233627321,711.0600055351089,1528.671578732908,suburban,synthetic
5.0,4.114273415460337,0.23354758029653055,3498.1996396693,0.8559177712462068,0.009195972949210537,0.8882502233627321,711.0600055351089,1528.671578732908,suburban,synthetic
6.0,4.226859598383524,0.1175279295384577,2869.557202232274,0.8559177712462068,0.009195972949210537,0.8882502233627321,711.0600055351089,1528.671578732908,suburban,synthetic
7.0,4.3493292745372525,0.1041177082856235,2297.493684608961,0.8559177712462068,0.009195972949210537,0.8882502233627321,711.0600055351089,1528.671578732908,suburban,synthetic
8.0,4.435095014954771,0.06316311814793041,1870.909233956112,0.8559177712462068,0.009195972949210537,0.8882502233627321,711.0600055351089,1528.671578732908,suburban,synthetic
9.0,4.475655510833113,0.01536472210705897,1528.3971307669028,0.8559177712462068,0.009195972949210537,0.8882502233627321,711.0600055351089,1528.671578732908,suburban,synthetic
10.0,4.465824459168889,-0.03520656656107812,1200.0231206341466,0.8559177712462068,0.009195972949210537,0.8882502233627321,711.0600055351089,1528.671578732908,suburban,synthetic
11.0,4.405242377710957,-0.08366704858288454,875.3338885469444,0.8559177712462068,0.009195972949210537,0.8882502233627321,711.0600055351089,1528.671578732908,suburban,synthetic
12.0,4.29849036200312,-0.12544078931855296,599.1383913848055,0.8559177712462068,0.009195972949210537,0.8882502233627321,711.0600055351089,1528.671578732908,suburban,synthetic
13.0,4.154360799073851,-0.15681202187741716,397.8803533901079,0.8559177712462068,0.009195972949210537,0.8882502233627321,711.0600055351089,1528.671578732908,suburban,synthetic
14.0,3.9848663182482857,-0.17552208944546144,284.8578703270878,0.8559177712462068,0.009195972949210537,0.8882502233627321,711.0600055351089,1528.671578732908,suburban,synthetic
15.0,3.8033166201829283,-0.1809898315793499,260.12195551299595,0.8559177712462068,0.009195972949210537,0.8882502233627321,711.0600055351089,1528.671578732908,suburban,synthetic
16.0,3.622886655089586,-0.17346665220270419,313.2851432934935,0.8559177712462068,0.009195972949210537,0.8882502233627321,711.0600055351089,1528.671578732908,suburban,synthetic
17.0,3.45638331577752,-0.153824032649716,427.7608840198382,0.8559177712462068,0.009195972949210537,0.8882502233627321,711.0600055351089,1528.671578732908,suburban,synthetic
18.0,3.315238589790154,-0.12416069767081228,584.9851124712126,0.8559177712462068,0.009195972949210537,0.8882502233627321,711.0600055351089,1528.671578732908,suburban,synthetic
19.0,3.2080619204358953,-0.08758269965940002,767.5899251495952,0.8559177712462068,0.009195972949210537,0.8882502233627321,711.0600055351089,1528.671578732908,suburban,synthetic
20.0,3.140073190471354,-0.04767132725703305,961.2893801953815,0.8559177712462068,0.009195972949210537,0.8882502233627321,711.0600055351089,1528.671578732908,suburban,synthetic
21.0,3.1127192659218292,-0.00817405714910091,1155.6420014448584,0.8559177712462068,0.009195972949210537,0.8882502233627321,711.0600055351089,1528.671578732908,suburban,synthetic
22.0,3.123725076173152,0.027995129677474084,1343.83397534972,0.8559177712462068,0.009195972949210537,0.8882502233627321,711.0600055351089,1528.671578732908,suburban,synthetic
23.0,3.1687095252767774,0.05946683788960638,1521.805655124682,0.8559177712462068,0.009195972949210537,0.8882502233627321,711.0600055351089,1528.671578732908,suburban,synthetic
24.0,3.242658751952365,0.08576508280865913,1686.9422135827715,0.8559177712462068,0.009195972949210537,0.8882502233627321,711.0600055351089,1528.671578732908,suburban,synthetic
25.0,3.3402396908940957,0.10686287113334636,1836.3068616914136,0.8559177712462068,0.009195972949210537,0.8882502233627321,711.0600055351089,1528.671578732908,suburban,synthetic
26.0,3.4563844942190576,0.12297404664126477,1964.9351267404552,0.8559177712462068,0.009195972949210537,0.8882502233627321,711.0600055351089,1528.671578732908,suburban,synthetic
27.0,3.586187784176625,0.13349463565112973,2064.9889946077546,0.8559177712462068,0.009195972949210537,0.8882502233627321,711.0600055351089,1528.671578732908,suburban,synthetic
28.0,3.723373765521317,0.13682149608444072,2126.0608060466775,0.8559177712462068,0.009195972949210537,0.8882502233627321,711.0600055351089,1528.671578732908,suburban,synthetic
29.0,3.8598307763455066,0.13171450022985232,2136.8246472714372,0.8559177712462068,0.009195972949210537,0.8882502233627321,711.0600055351089,1528.671578732908,suburban,synthetic
30.0,3.9868027659810217,0.11776617456411875,2087.9656697752503,0.8559177712462068,0.009195972949210537,0.8882502233627321,711.0600055351089,1528.671578732908,suburban,synthetic
31.0,4.095363125473744,0.09506273295953749,1975.2428156400795,0.8559177712462068,0.009195972949210537,0.8882502233627321,711.0600055351089,1528.671578732908,suburban,synthetic
32.0,4.176928231900097,0.06478255660475618,1801.5244419214732,0.8559177712462068,0.009195972949210537,0.8882502233627321,711.0600055351089,1528.671578732908,suburban,synthetic
33.0,4.2249282386832565,0.029047941363516294,1577.7266004976693,0.8559177712462068,0.009195972949210537,0.8882502233627321,711.0600055351089,1528.671578732908,suburban,synthetic
34.0,4.235024114627129,-0.010216848472360596,1322.5198975367173,0.8559177712462068,0.009195972949210537,0.8882502233627321,711.0600055351089,1528.671578732908,suburban,synthetic
35.0,4.204494541738535,-0.0507217473928141,1060.3581700154243,0.8559177712462068,0.009195972949210537,0.8882502233627321,711.0600055351089,1528.671578732908,suburban,synthetic
36.0,4.133580619841501,-0.08890555121150623,818.1060133662901,0.8559177712462068,0.009195972949210537,0.8882502233627321,711.0600055351089,1528.671578732908,suburban,synthetic
37.0,4.026683439315523,-0.121071247674015,620.9147246292217,0.8559177712462068,0.009195972949210537,0.8882502233627321,711.0600055351089,1528.671578732908,suburban,synthetic
38.0,3.891438124493471,-0.14417147807999275,487.9238908075872,0.8559177712462068,0.009195972949210537,0.8882502233627321,711.0600055351089,1528.671578732908,suburban,synthetic
39.0,3.7383404831555374,-0.15554380617860675,428.98676321292686,0.8559177712462068,0.009195972949210537,0.8882502233627321,711.0600055351089,1528.671578732908,suburban,synthetic
40.0,3.5803505121362575,-0.15386745126792634,443.9784562092661,0.8559177712462068,0.009195972949210537,0.8882502233627321,711.0600055351089,1528.671578732908,suburban,synthetic
41.0,3.4306055806196847,-0.13967603822881536,524.856182734824,0.8559177712462068,0.009195972949210537,0.8882502233627321,711.0600055351089,1528.671578732908,suburban,synthetic
42.0,3.300998435678627,-0.11434290600637742,659.1487529590551,0.8559177712462068,0.009195972949210537,0.8882502233627321,711.0600055351089,1528.671578732908,suburban,synthetic
43.0,3.20191976860693,-0.07986935967020026,833.4845507798899,0.8559177712462068,0.009195972949210537,0.8882502233627321,711.0600055351089,1528.671578732908,suburban,synthetic
44.0,3.1412597163382263,-0.03899625056273481,1036.0990277401672,0.8559177712462068,0.009195972949210537,0.8882502233627321,711.0600055351089,1528.671578732908,suburban,synthetic
45.0,3.12392726748146,0.005424268198480853,1257.663863516386,0.8559177712462068,0.009195972949210537,0.8882502233627321,711.0600055351089,1528.671578732908,suburban,synthetic
46.0,3.152108252735188,0.05036101630648515,1490.71390288516,0.8559177712462068,0.009195972949210537,0.8882502233627321,711.0600055351089,1528.671578732908,suburban,synthetic
47.0,3.2246493000944305,0.09253878483392408,1728.4952997574167,0.8559177712462068,0.009195972949210537,0.8882502233627321,711.0600055351089,1528.671578732908,suburban,synthetic
48.0,3.337185822403036,0.12936136452137004,1964.0259085785335,0.8559177712462068,0.009195972949210537,0.8882502233627321,711.0600055351089,1528.671578732908,suburban,synthetic
49.0,3.4833720291371706,0.15912303519862192,2189.841351055905,0.8559177712462068,0.009195972949210537,0.8882502233627321,711.0600055351089,1528.671578732908,suburban,synthetic
50.0,3.65543189280028,0.18089364690094456,2398.0761338528678,0.8559177712462068,0.009195972949210537,0.8882502233627321,711.0600055351089,1528.671578732908,suburban,synthetic
51.0,3.8451593229390597,0.19501910057793737,2580.219381213215,0.8559177712462068,0.009195972949210537,0.8882502233627321,711.0600055351089,1528.671578732908,suburban,synthetic
52.0,4.045470093956155,0.20243862163432103,2726.3452110913663,0.8559177712462068,0.009195972949210537,0.8882502233627321,711.0600055351089,1528.671578732908,suburban,synthetic
53.0,4.250036566207702,0.2031899393810579,2823.957612865365,0.8559177712462068,0.009195972949210537,0.8882502233627321,711.0600055351089,1528.671578732908,suburban,synthetic
54.0,4.4518499727182705,0.1963867169944895,2857.05753301543,0.8559177712462068,0.009195972949210537,0.8882502233627321,711.0600055351089,1528.671578732908,suburban,synthetic
55.0,4.642810000196681,0.1807291230426169,2806.5718836725196,0.8559177712462068,0.009195972949210537,0.8882502233627321,711.0600055351089,1528.671578732908,suburban,synthetic
56.0,4.813308218803504,0.15455181077547264,2652.69112971363,0.8559177712462068,0.009195972949210537,0.8882502233627321,711.0600055351089,1528.671578732908,suburban,synthetic
