time_s,v_mps,a_mps2,P_meas_W,CdA,Crr,eta,P_aux_W,mass_kg,style,source
0.0,0.25677392255841314,0.25677392255841314,1176.2941393562041,0.6419101612973321,0.014916898526207685,0.853101666686264,873.6621553927124,1778.7758847692876,highway,synthetic
1.0,0.5135478451168263,0.25677392255841314,1282.9818136918127,0.6419101612973321,0.014916898526207685,0.853101666686264,873.6621553927124,1778.7758847692876,highway,synthetic
2.0,0.7703217676752394,0.2667286382825027,1446.4908298812097,0.6419101612973321,0.014916898526207685,0.853101666686264,873.6621553927124,1778.7758847692876,highway,synthetic
3.0,1.0470051216818317,0.2446509991886351,1591.688165703911,0.6419101612973321,0.014916898526207685,0.853101666686264,873.6621553927124,1778.7758847692876,highway,synthetic
4.0,1.2596237660525096,0.18130371710819748,1682.3273734253605,0.6419101612973321,0.014916898526207685,0.853101666686264,873.6621553927124,1778.7758847692876,highway,synthetic
5.0,1.4096125558982266,0.11934201050277049,1719.4260340084468,0.6419101612973321,0.014916898526207685,0.853101666686264,873.6621553927124,1778.7758847692876,highway,synthetic
6.0,1.4983077870580506,0.10138606197509015,1744.0459389611108,0.6419101612973321,0.014916898526207685,0.853101666686264,873.6621553927124,1778.7758847692876,highway,synthetic
7.0,1.612384679848407,0.11725702989565912,1782.9448344115547,0.6419101612973321,0.014916898526207685,0.853101666686264,873.6621553927124,1778.7758847692876,highway,synthetic
8.0,1.7328218468493688,0.12320603101487893,1850.4758431988876,0.6419101612973321,0.014916898526207685,0.853101666686264,873.6621553927124,1778.7758847692876,highway,synthetic
9.0,1.8587967418781648,0.1282866697516113,1936.5206440828613,0.6419101612973321,0.014916898526207685,0.853101666686264,873.6621553927124,1778.7758847692876,highway,synthetic
10.0,1.9893951863525914,0.1321849183950582,2026.5449689235065,0.6419101612973321,0.014916898526207685,0.853101666686264,873.6621553927124,1778.7758847692876,highway,synthetic
11.0,2.123166578668281,0.13440561517706262,2111.1919101186268,0.6419101612973321,0.014916898526207685,0.853101666686264,873.6621553927124,1778.7758847692876,highway,synthetic
12.0,2.2582064167067166,0.13465040234273928,2190.0757664619746,0.6419101612973321,0.014916898526207685,0.853101666686264,873.6621553927124,1778.7758847692876,highway,synthetic
13.0,2.3924673833537597,0.13296807262622057,2261.295579581764,0.6419101612973321,0.014916898526207685,0.853101666686264,873.6621553927124,1778.7758847692876,highway,synthetic
14.0,2.5241425619591578,0.12972955701159727,2324.2983690848396,0.6419101612973321,0.014916898526207685,0.853101666686264,873.6621553927124,1778.7758847692876,highway,synthetic
